paper_id,title,abstract,year,authors,source_db,source_url,query
arxiv:2603.12227v1,Interpreting Contrastive Embeddings in Specific Domains with Fuzzy Rules,"Free-style text is still one of the common ways in which data is registered in real environments, like legal procedures and medical records. Because of that, there have been significant efforts in the area of natural language processing to convert these texts into a structured format, which standard machine learning methods can then exploit. One of the most popular methods to embed text into a vectorial representation is the Contrastive Language-Image Pre-training model (CLIP), which was trained using both image and text. Although the representations computed by CLIP have been very successful in zero-show and few-shot learning problems, they still have problems when applied to a particular domain. In this work, we use a fuzzy rule-based classification system along with some standard text procedure techniques to map some of our features of interest to the space created by a CLIP model. Then, we discuss the rules and associations obtained and the importance of each feature considered. We apply this approach in two different data domains, clinical reports and film reviews, and compare the results obtained individually and when considering both. Finally, we discuss the limitations of this approach and how it could be further improved.",2026,Javier Fumanal-Idocin;Mohammadreza Jamalifard;Javier Andreu-Perez,arXiv,http://arxiv.org/abs/2603.12227v1,natural language processing
openalex:W2963929190,Abstractive Text Summarization using Sequence-to-sequence RNNs and Beyond,"In this work, we model abstractive text summarization using Attentional Encoder-Decoder Recurrent Neural Networks, and show that they achieve state-of-the-art performance on two different corpora. We propose several novel models that address critical problems in summarization that are not adequately modeled by the basic architecture, such as modeling key-words, capturing the hierarchy of sentence-toword structure, and emitting words that are rare or unseen at training time. Our work shows that many of our proposed models contribute to further improvement in performance. We also propose a new dataset consisting of multi-sentence summaries, and establish performance benchmarks for further research.",2016,Ramesh Nallapati;Bowen Zhou;Cícero dos Santos;Çaǧlar Gülçehre;Bing Xiang,OpenAlex,https://openalex.org/W2963929190,text summarization
openalex:W2970419734,Text Summarization with Pretrained Encoders,"Yang Liu, Mirella Lapata. Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing (EMNLP-IJCNLP). 2019.",2019,Yang Liu;Mirella Lapata,OpenAlex,https://openalex.org/W2970419734,text summarization
openalex:W2110693578,LexRank: Graph-based Lexical Centrality as Salience in Text Summarization,"We introduce a stochastic graph-based method for computing relative importance of textual units for Natural Language Processing. We test the technique on the problem of Text Summarization (TS). Extractive TS relies on the concept of sentence salience to identify the most important sentences in a document or set of documents. Salience is typically defined in terms of the presence of particular important words or in terms of similarity to a centroid pseudo-sentence. We consider a new approach, LexRank, for computing sentence importance based on the concept of eigenvector centrality in a graph representation of sentences. In this model, a connectivity matrix based on intra-sentence cosine similarity is used as the adjacency matrix of the graph representation of sentences. Our system, based on LexRank ranked in first place in more than one task in the recent DUC 2004 evaluation. In this paper we present a detailed analysis of our approach and apply it to a larger data set including data from earlier DUC evaluations. We discuss several methods to compute centrality using the similarity graph. The results show that degree-based methods (including LexRank) outperform both centroid-based methods and other systems participating in DUC in most of the cases. Furthermore, the LexRank with threshold method outperforms the other degree-based techniques including continuous LexRank. We also show that our approach is quite insensitive to the noise in the data that may result from an imperfect topical clustering of documents.",2004,G. Erkan;D. R. Radev,OpenAlex,https://openalex.org/W2110693578,text summarization
openalex:W1573514622,Using lexical chains for text summarization,"We investigate one technique to produce a summary of an original text without requiring its full semantic interpretation, but instead relying on a model of the topic progression in the text derived from lexical chains. We present a new algorithm to compute lexical chains in a text, merging several robust knowledge sources: the WordNet thesaurus, a part-of-speech tagger, shallow parser for the identification of nominal groups, and a segmentation algorithm. Summarization proceeds in four steps: the original text is segmented, lexical chains are constructed, strong chains are identified and significant sentences are extracted. We present in this paper empirical results on the identification of strong chains and of significant sentences. Preliminary results indicate that quality indicative summaries are produced. Pending problems are identified. Plans to address these short-comings are briefly presented.",1997,Regina Barzilay;Michael Elhadad,OpenAlex,https://openalex.org/W1573514622,text summarization
openalex:W2081056190,A Survey of Text Summarization Extractive Techniques,"Text Summarization is condensing the source text into a shorter version preserving its information content and overall meaning. It is very difficult for human beings to manually summarize large documents of text. Text Summarization methods can be classified into extractive and Abstractive summarization. An extractive summarization method consists of selecting important sentences, paragraphs etc. from the original document and concatenating them into shorter form. The importance of sentences is decided based on statistical and linguistic features of sentences. An Abstractive summarization method consists of understanding the original text and re-telling it in fewer words. It uses linguistic methods to examine and interpret the text and then to find the new concepts and expressions to best describe it by generating a new shorter text that conveys the most important information from the original text document. In this paper, a Survey of Text Summarization Extractive techniques has been presented.",2010,Vishal Gupta;Gurpreet Singh Lehal,OpenAlex,https://openalex.org/W2081056190,text summarization
openalex:W1967082914,Generic text summarization using relevance measure and latent semantic analysis,"In this paper, we propose two generic text summarization methods that create text summaries by ranking and extracting sentences from the original documents. The first method uses standard IR methods to rank sentence relevances, while the second method uses the latent semantic analysis technique to identify semantically important sentences, for summary creations. Both methods strive to select sentences that are highly ranked and different from each other. This is an attempt to create a summary with a wider coverage of the document's main content and less redundancy. Performance evaluations on the two summarization methods are conducted by comparing their summarization outputs with the manual summaries generated by three independent human evaluators. The evaluations also study the influence of different VSM weighting schemes on the text summarization performances. Finally, the causes of the large disparities in the evaluators' manual summarization results are investigated, and discussions on human text summarization patterns are presented.",2001,Yihong Gong;Xin Liu,OpenAlex,https://openalex.org/W1967082914,text summarization
openalex:W4402061574,Abstractive Text Summarization Using GAN,"In the field of natural language processing, the task of writing long concepts into short expressions has attracted attention due to its ability to simplify the processing and understanding of information. While traditional transcription techniques are effective to some extent, they often fail to capture the essence and nuances of the original texts. This article explores a new approach to collecting abstract data using artificial neural networks (GANs), a class of deep learning models known for their ability to create patterns of real information. We describe the fundamentals of text collection through a comprehensive review of existing literature and methods and highlight the complexity of GAN-based text. Our goal is to transform complex text into context and meaning by combining the power of GANs with natural language understanding. We detail the design and training of an adaptive GAN model for the text recognition task. We also conduct various experiments and evaluations using established metrics such as ROUGE and BLEU scores to evaluate the effectiveness and efficiency of our approach. The results show that GANs can be used to improve the quality and consistency of generated content, data storage, data analysis paper, etc. It shows its promise in paving the way for advanced applications in fields. Through this research, we aim to contribute to the continued evolution of writing technology, providing insights and innovations that support the field to a new level of well-done.",2024,Tanushree Bharti;Satyam Kumar Sinha;Harshit Singhal;Rohit Saini;Dipesh Parihar,OpenAlex,https://openalex.org/W4402061574,text summarization
openalex:W2085116970,The automated acquisition of topic signatures for text summarization,"In order to produce a good summary, one has to identify the most relevant portions of a given text. We describe in this paper a method for automatically training topic signatures-sets of related words, with associated weights, organized around head topics and illustrate with signatures we created with 6,194 TREC collection texts over 4 selected topics. We describe the possible integration of topic signatures with outologies and its evaluaton on an automated text summarization system.",2000,Chin-Yew Lin;Eduard Hovy,OpenAlex,https://openalex.org/W2085116970,text summarization
openalex:W2143205289,A Survey on Automatic Text Summarization,"The increasing availability of online information has necessitated intensive research in the area of automatic text summarization within the Natural Language Processing (NLP) community. Over the past half a century, the problem has been addressed from many dierent perspectives, in varying domains and using various paradigms. This survey intends to investigate some of the most relevant approaches both in the areas of single-document and multipledocument summarization, giving special emphasis to empirical methods and extractive techniques. Some promising approaches that concentrate on specic details of the summarization problem are also discussed. Special attention is devoted to automatic evaluation of summarization systems, as future research on summarization is strongly dependent on progress in this area.",2007,Dipanjan Das Andr,OpenAlex,https://openalex.org/W2143205289,text summarization
openalex:W2115541970,Automated Text Summarization in SUMMARIST,"SUMMARIST is an attempt to create a robust automated text summarization system, based on the equation: summarization = topic identification interpretation generation. Each of these stages contains several independent modules, many of them trained on large corpora of text. We describe the systems architecture and provide details of some of its modules.",1997,Eduard Hovy;Chin-Yew Lin,OpenAlex,https://openalex.org/W2115541970,text summarization
openalex:W2133333349,On the Use of Automated Text Summarization Techniques for Summarizing Source Code,"During maintenance developers cannot read the entire code of large systems. They need a way to get a quick understanding of source code entities (such as, classes, methods, packages, etc.), so they can efficiently identify and then focus on the ones related to their task at hand. Sometimes reading just a method header or a class name does not tell enough about its purpose and meaning, while reading the entire implementation takes too long. We study a solution which mitigates the two approaches, i.e., short and accurate textual descriptions that illustrate the software entities without having to read the details of the implementation. We create such descriptions using techniques from automatic text summarization. The paper presents a study that investigates the suitability of various such techniques for generating source code summaries. The results indicate that a combination of text summarization techniques is most appropriate for source code summarization and that developers generally agree with the summaries produced.",2010,Sonia Haiduc;Jairo Aponte;Laura Moreno;Andrian Marcus,OpenAlex,https://openalex.org/W2133333349,text summarization
openalex:W2144270295,"Graph-based ranking algorithms for sentence extraction, applied to text summarization","This paper presents an innovative unsupervised method for automatic sentence extraction using graph-based ranking algorithms. We evaluate the method in the context of a text summarization task, and show that the results obtained compare favorably with previously published results on established benchmarks.",2004,Rada Mihalcea,OpenAlex,https://openalex.org/W2144270295,text summarization
openalex:W2623255526,A survey on extractive text summarization,"Text Summarization is the process of obtaining salient information from an authentic text document. In this technique, the extracted information is achieved as a summarized report and conferred as a concise summary to the user. It is very crucial for humans to understand and to describe the content of the text. Text Summarization techniques are classified into abstractive and extractive summarization. The extractive summarization technique focuses on choosing how paragraphs, important sentences, etc produces the original documents in precise form. The implication of sentences is determined based on linguistic and statistical features. In this work, a comprehensive review of extractive text summarization process methods has been ascertained. In this paper, the various techniques, populous benchmarking datasets and challenges of extractive summarization have been reviewed. This paper interprets extractive text summarization methods with a less redundant summary, highly adhesive, coherent and depth information.",2017,N. Moratanch;S. Chitrakala,OpenAlex,https://openalex.org/W2623255526,text summarization
openalex:W2962996600,LCSTS: A Large Scale Chinese Short Text Summarization Dataset,"Automatic text summarization is widely regarded as the highly difficult problem, partially because of the lack of large text summarization data set. Due to the great challenge of constructing the large scale summaries for full text, in this paper, we introduce a large corpus of Chinese short text summarization dataset constructed from the Chinese microblogging website Sina Weibo, which is released to the public 1 . This corpus consists of over 2 million real Chinese short texts with short summaries given by the author of each text. We also manually tagged the relevance of 10,666 short summaries with their corresponding short texts. Based on the corpus, we introduce recurrent neural network for the summary generation and achieve promising results, which not only shows the usefulness of the proposed corpus for short text summarization research, but also provides a baseline for further research on this topic.",2015,Baotian Hu;Qingcai Chen;Fangze Zhu,OpenAlex,https://openalex.org/W2962996600,text summarization
openalex:W2054211469,Text summarization via hidden Markov models,"A sentence extract summary of a document is a subset of the document's sentences that contains the main ideas in the document. We present an approach to generating such summaries, a hidden Markov model that judges the likelihood that each sentence should be contained in the summary. We compare the results of this method with summaries generated by humans, showing that we obtain significantly higher agreement than do earlier methods.",2001,John M. Conroy;Dianne P. O’Leary,OpenAlex,https://openalex.org/W2054211469,text summarization
openalex:W2123086176,Automated text summarization and the SUMMARIST system,"This paper consists of three parts: a preliminary typology of summaries in general; a description of the current and planned modules and performance of the SUMMARIST automated multilingual text summarization system being built sat ISI, and a discussion of three methods to evaluate summaries.",1996,Eduard Hovy;Chin-Yew Lin,OpenAlex,https://openalex.org/W2123086176,text summarization
openalex:W1602831581,MEAD - A Platform for Multidocument Multilingual Text Summarization,"This paper describes the functionality of MEAD, a comprehensive, public domain, open source, multidocument multilingual summarization environment that has been thus far downloaded by more than 500 organizations. MEAD has been used in a variety of summarization applications ranging from summarization for mobile devices to Web page summarization within a search engine and to novelty detection.",2004,Dragomir Radev;Timothy Allison;Sasha Blair-Goldensohn;John Blitzer;Arda Çelebi;Stanko Dimitrov;Elliott F. Drábek;Ali Hakim;Wai Lam;Danyu Liu;Jahna Otterbacher;Hong Qi;Horacio Saggion;Simone Teufel;Michael Topper;Adam Winkel;Zhu Zhang,OpenAlex,https://openalex.org/W1602831581,text summarization
openalex:W3034961030,Discourse-Aware Neural Extractive Text Summarization,"Recently BERT has been adopted for document encoding in state-of-the-art text summarization models. However, sentence-based extractive models often result in redundant or uninformative phrases in the extracted summaries. Also, long-range dependencies throughout a document are not well captured by BERT, which is pre-trained on sentence pairs instead of documents. To address these issues, we present a discourse-aware neural summarization model -DISCOBERT 1 . DISCOBERT extracts sub-sentential discourse units (instead of sentences) as candidates for extractive selection on a finer granularity. To capture the long-range dependencies among discourse units, structural discourse graphs are constructed based on RST trees and coreference mentions, encoded with Graph Convolutional Networks. Experiments show that the proposed model outperforms state-of-the-art methods by a significant margin on popular summarization benchmarks compared to other BERT-base models.",2020,Jiacheng Xu;Zhe Gan;Yu Cheng;Jun Liu,OpenAlex,https://openalex.org/W3034961030,text summarization
openalex:W1964326564,Sentence reduction for automatic text summarization,"We present a novel sentence reduction system for automatically removing extraneous phrases from sentences that are extracted from a document for summarization purpose. The system uses multiple sources of knowledge to decide which phrases in an extracted sentence can be removed, including syntactic knowledge, context information, and statistics computed from a corpus which consists of examples written by human professionals. Reduction can significantly improve the conciseness of automatic summaries.",2000,Hongyan Jing,OpenAlex,https://openalex.org/W1964326564,text summarization
openalex:W1872699312,Automatic Text Summarization,"This work proposes an approach to address automatic text summarization. This approach is a trainable summarizer, which takes into account several features, including sentence position, positive keyword, negative keyword, sentence centrality, sentence resemblance to the title, sentence inclusion of name entity, sentence inclusion of numerical data, sentence relative length, Bushy path of the sentence and aggregated similarity for each sentence to generate summaries. First we investigate the effect of each sentence feature on the summarization task. Then we use all features score function to train genetic algorithm (GA) and mathematical regression (MR) models to obtain a suitable combination of feature weights. The proposed approach performance is measured at several compression rates on a data corpus composed of 100 English religious articles. The results of the proposed approach are promising.",2008,Mohamed I. Abdel‐Fattah;Fuji Ren,OpenAlex,https://openalex.org/W1872699312,text summarization
openalex:W2065553296,The TIPSTER SUMMAC Text Summarization Evaluation,The TIPSTER Text Summarization Evaluation (SUMMAC) has established definitively that automatic text summarization is very effective in relevance assessment tasks. Summaries as short as 17% of full text length sped up decision-making by almost a factor of 2 with no statistically significant degradation in F-score accuracy. SUMMAC has also introduced a new intrinsic method for automated evaluation of informative summaries.,1999,Inderjeet Mani;David House;Gary Klein;Lynette Hirschman;Thérèse Firmin;Beth Sundheim,OpenAlex,https://openalex.org/W2065553296,text summarization
openalex:W2189552882,Automated Text Summarization,"After lying dormant for over two decades, automated text summarization has experienced a tremendous resurgence of interest in the past few years. Research is being conducted in China, Europe, Japan, and North America, and industry has brought to market more than 30 summarization systems; most recently, a series of large-scale text summarization evaluations, Document Understanding Conference (DUC) and Text Summarization Challenge (TSC) have been held yearly in the United States and Japan. In this tutorial, we will review the state of the art in automatic summarization, and will discuss and critically evaluate current approaches to the problem. We will first outline the major types of summary: indicative vs. informative; abstract vs. extract; generic vs. query-oriented; background vs. just-the-news; single-document vs. multidocument; and so on. We will describe the typical decomposition of summarization into three stages, and explain in detail the major approaches to each stage. For topic identification, we will outline techniques based on stereotypical text structure, cue words, highfrequency indicator phrases, intratext connectivity, and discourse structure centrality. For topic fusion, we will outline some ideas that have been proposed, including concept generalization and semantic association. For summary generation, we will describe the problems of sentence planning to achieve information compaction. How good is a summary? Evaluation is a difficult issue. We will describe various suggested measures and discuss the adequacy of current evaluation methods including manual evaluation procedures used in DUC, the factoid and pyramid method reference summary creation procedures and fully automatic evaluation method such as ROUGE. The recently developed automatic evaluation method based on basic element (BE) will also be covered. Throughout, we will highlight the strengths and weaknesses of statistical and symbolic/linguistic techniques in implementing efficient summarization systems. We will discuss ways in which summarization systems can interact with and/or complement natural language generation, discourse parsing, information extraction, and information retrieval systems. Finally, we will present a set of open problems that we perceive as being crucial for immediate progress in automatic summarization.",2005,Chin-Yew Lin,OpenAlex,https://openalex.org/W2189552882,text summarization
openalex:W1604224286,Document Clustering and Text Summarization,"This paper describes a text mining tool that performs two tasks, namely document clustering and text summarization. These tasks have, of course, their corresponding counterpart in &amp;quot;conventional&amp;quot; data mining. However, the textual, unstructured nature of documents makes these two text mining tasks considerably more difficult than their data mining counterparts. In our system document clustering is performed by using the Autoclass data mining algorithm. Our text summarization algorithm is based on computing the value of a TF-ISF (term frequency -- inverse sentence frequency) measure for each word, which is an adaptation of the conventional TF-IDF (term frequency -- inverse document frequency) measure of information retrieval. Sentences with high values of TF-ISF are selected to produce a summary of the source text. The system has been evaluated on real-world documents, and the results are satisfactory. 1. Introduction Text mining is an emerging field at the intersection of several resea...",2000,Joel Larocca Neto;Alexandre D. Santos;Celso A. A. Kaestner;Alex A. Freitas,OpenAlex,https://openalex.org/W1604224286,text summarization
openalex:W2144941913,LexRank: Graph-based Centrality as Salience in Text Summarization,"We introduce a stochastic graph-based method for computing relative importance of textual units for Natural Language Processing. We test the technique on the problem of Text Summarization (TS). Extractive TS relies on the concept of sentence salience to identify the most important sentences in a document or set of documents. Salience is typically defined in terms of the presence of particular important words or in terms of similarity to a centroid pseudo-sentence. We consider a new approach, LexRank, for computing sentence importance based on the concept of eigenvector centrality in a graph representation of sentences. In this model, a connectivity matrix based on intra-sentence cosine similarity is used as the adjacency matrix of the graph representation of sentences. Our system, based on LexRank ranked in first place in more than one task in the recent DUC 2004 evaluation. In this paper we present a detailed analysis of our approach and apply it to a larger data set including data from earlier DUC evaluations. We discuss several methods to compute centrality using the similarity graph. The results show that degree-based methods (including LexRank) outperform both centroid-based methods and other systems participating in DUC in most of the cases. Furthermore, the LexRank with threshold method outperforms the other degree-based techniques including continuous LexRank. We also show that our approach is quite insensitive to the noise in the data that may result from an imperfect topical clustering of documents.",2004,Güneş Erkan;Dragomir Radev,OpenAlex,https://openalex.org/W2144941913,text summarization
openalex:W1513168555,Cut and paste based text summarization,"Here in the United States, powerful socioeconomic forces are affecting when, where and how people want to learn. Many established schools of higher education are responding by integrating Internet-based programs into their curriculum. In addition, scores of for-profit educational businesses are emerging to take advantage of the growing interest in online learning. According to Thomas Weisel Partners, a San Francisco-based merchant bank, &amp;quot;virtual higher ed&amp;quot; will be a $10 billion market by 2003, and the corporate-learning market will grow to $11 billion in the same time frame.",2000,Hongyan Jing;Kathleen McKeown,OpenAlex,https://openalex.org/W1513168555,text summarization
openalex:W2962974924,Deep Recurrent Generative Decoder for Abstractive Text Summarization,We propose a new framework for abstractive text summarization based on a sequence-to-sequence oriented encoderdecoder model equipped with a deep recurrent generative decoder (DRGN). Latent structure information implied in the target summaries is learned based on a recurrent latent random model for improving the summarization quality. Neural variational inference is employed to address the intractable posterior inference for the recurrent latent variables. Abstractive summaries are generated based on both the generative latent variables and the discriminative deterministic states. Extensive experiments on some benchmark datasets in different languages show that DRGN achieves improvements over the state-ofthe-art methods.,2017,Piji Li;Wai Lam;Lidong Bing;Zihao Wang,OpenAlex,https://openalex.org/W2962974924,text summarization
openalex:W2950130316,Leveraging BERT for Extractive Text Summarization on Lectures,"In the last two decades, automatic extractive text summarization on lectures has demonstrated to be a useful tool for collecting key phrases and sentences that best represent the content. However, many current approaches utilize dated approaches, producing sub-par outputs or requiring several hours of manual tuning to produce meaningful results. Recently, new machine learning architectures have provided mechanisms for extractive summarization through the clustering of output embeddings from deep learning models. This paper reports on the project called Lecture Summarization Service, a python based RESTful service that utilizes the BERT model for text embeddings and KMeans clustering to identify sentences closes to the centroid for summary selection. The purpose of the service was to provide students a utility that could summarize lecture content, based on their desired number of sentences. On top of the summary work, the service also includes lecture and summary management, storing content on the cloud which can be used for collaboration. While the results of utilizing BERT for extractive summarization were promising, there were still areas where the model struggled, providing feature research opportunities for further improvement.",2019,Derek M. Miller,OpenAlex,https://openalex.org/W2950130316,text summarization
openalex:W3119920397,Neural Abstractive Text Summarization with Sequence-to-Sequence Models,"In the past few years, neural abstractive text summarization with sequence-to-sequence (seq2seq) models have gained a lot of popularity. Many interesting techniques have been proposed to improve seq2seq models, making them capable of handling different challenges, such as saliency, fluency and human readability, and generate high-quality summaries. Generally speaking, most of these techniques differ in one of these three categories: network structure, parameter inference, and decoding/generation. There are also other concerns, such as efficiency and parallelism for training a model. In this article, we provide a comprehensive literature survey on different seq2seq models for abstractive text summarization from the viewpoint of network structures, training strategies, and summary generation algorithms. Several models were first proposed for language modeling and generation tasks, such as machine translation, and later applied to abstractive text summarization. Hence, we also provide a brief review of these models. As part of this survey, we also develop an open source library, namely, Neural Abstractive Text Summarizer (NATS) toolkit, for the abstractive text summarization. An extensive set of experiments have been conducted on the widely used CNN/Daily Mail dataset to examine the effectiveness of several different neural network components. Finally, we benchmark two models implemented in NATS on the two recently released datasets, namely, Newsroom and Bytecup.",2021,Tian Shi;Yaser Keneshloo;Naren Ramakrishnan;Chandan K. Reddy,OpenAlex,https://openalex.org/W3119920397,text summarization
openalex:W2609923048,Single Document Automatic Text Summarization using Term Frequency-Inverse Document Frequency (TF-IDF),"The increasing availability of online information has triggered an intensive research in the area of automatic text summarization within the Natural Language Processing (NLP). Text summarization reduces the text by removing the less useful information which helps the reader to find the required information quickly. There are many kinds of algorithms that can be used to summarize the text. One of them is TF-IDF (TermFrequency-Inverse Document Frequency). This research aimed to produce an automatic text summarizer implemented with TF-IDF algorithm and to compare it with other various online source of automatic text summarizer. To evaluate the summary produced from each summarizer, The F-Measure as the standard comparison value had been used. The result of this research produces 67% of accuracy with three data samples which are higher compared to the other online summarizers.",2016,Hans Christian;Mikhael Pramodana Agus;Derwin Suhartono,OpenAlex,https://openalex.org/W2609923048,text summarization
arxiv:2603.12261v1,The Latent Color Subspace: Emergent Order in High-Dimensional Chaos,"Text-to-image generation models have advanced rapidly, yet achieving fine-grained control over generated images remains difficult, largely due to limited understanding of how semantic information is encoded. We develop an interpretation of the color representation in the Variational Autoencoder latent space of FLUX.1 [Dev], revealing a structure reflecting Hue, Saturation, and Lightness. We verify our Latent Color Subspace (LCS) interpretation by demonstrating that it can both predict and explicitly control color, introducing a fully training-free method in FLUX based solely on closed-form latent-space manipulation. Code is available at https://github.com/ExplainableML/LCS.",2026,Mateusz Pach;Jessica Bader;Quentin Bouniot;Serge Belongie;Zeynep Akata,arXiv,http://arxiv.org/abs/2603.12261v1,text summarization
arxiv:2603.12237v1,STAMP: Selective Task-Aware Mechanism for Text Privacy,"We present STAMP (Selective Task-Aware Mechanism for Text Privacy), a new framework for task-aware text privatization that achieves an improved privacy-utility trade-off. STAMP selectively allocates privacy budgets across tokens by jointly considering (i) each token's importance to the downstream task (as measured via a task- or query-specific representation), and (ii) its privacy sensitivity (e.g., names, dates, identifiers). This token-level partitioning enables fine-grained, group-wise control over the level of noise applied to different parts of the input, balancing privacy protection with task relevance. To privatize individual token embeddings, we introduce the polar mechanism, which perturbs only the direction of embeddings on the unit sphere while preserving their magnitude. Decoding is performed via cosine nearest-neighbor search, aligning the perturbation geometry with the decoding geometry. Unlike isotropic noise mechanisms, the polar mechanism maintains semantic neighborhoods in the embedding space and better preserves downstream utility. Experimental evaluations on SQuAD, Yelp, and AG News datasets demonstrate that STAMP, when combined with the normalized polar mechanism, consistently achieves superior privacy-utility trade-offs across varying per-token privacy budgets.",2026,Fengwei Tian;Payel Bhattacharjee;Heidi Hanson;Geoffrey D. Rubin;Joseph Y. Lo;Ravi Tandon,arXiv,http://arxiv.org/abs/2603.12237v1,text summarization
arxiv:2603.12225v1,Evil Twins in Sums of Wildflowers,"A game $G$ is said to have the evil twin property if there exists $G^* \in \{G,G+*\}$ such that $o^+(G) = o^-(G^*)$ and $o^+(G^*) = o^-(G)$. We study sums of wildflowers, games of form $G:H$. We find that a large closed set of sums of wildflowers has the evil twin property, extending work of McKay--Milley--Nowakowski and Lo. Our argument partially generalizes the misère genus theory of Conway to partizan games, and requires proving several general theorems on ways to extend sets with the evil twin property. Many sums of mutant flowers of the form $\{*x_1,\dots,*x_n\}:a$, where $a$ is a number, also have the evil twin property. We also prove that this set of mutant flowers is the largest such closed set with the evil twin property, and that it is $\mathsf{NP\text{-}hard}$ to compute the outcome class of a sum of mutant flowers under either play convention via a reduction from \textsc{3-Sat}. Previous work on this topic was done by McKay, Milley, and Nowakowski, and later Lo.",2026,Simon Rubinstein-Salzedo;Stephen Zhou,arXiv,http://arxiv.org/abs/2603.12225v1,text summarization
arxiv:2603.12224v1,Portfolio of Solving Strategies in CEGAR-based Object Packing and Scheduling for Sequential 3D Printing,"Computing power that used to be available only in supercomputers decades ago especially their parallelism is currently available in standard personal computer CPUs even in CPUs for mobile telephones. We show how to effectively utilize the computing power of modern multi-core personal computer CPU to solve the complex combinatorial problem of object arrangement and scheduling for sequential 3D printing. We achieved this by parallelizing the existing CEGAR-SEQ algorithm that solves the sequential object arrangement and scheduling by expressing it as a linear arithmetic formula which is then solved by a technique inspired by counterexample guided abstraction refinement (CEGAR). The original CEGAR-SEQ algorithm uses an object arrangement strategy that places objects towards the center of the printing plate. We propose alternative object arrangement strategies such as placing objects towards a corner of the printing plate and scheduling objects according to their height. Our parallelization is done at the high-level where we execute the CEGAR-SEQ algorithm in parallel with a portfolio of object arrangement strategies, an algorithm is called Porfolio-CEGAR-SEQ. Our experimental evaluation indicates that Porfolio-CEGAR-SEQ outperforms the original CEGAR-SEQ. When a batch of objects for multiple printing plates is scheduled, Portfolio-CEGAR-SEQ often uses fewer printing plates than CEGAR-SEQ.",2026,Pavel Surynek,arXiv,http://arxiv.org/abs/2603.12224v1,text summarization
arxiv:2603.12218v1,UniMotion: Self-Supervised Learning for Cross-Domain IMU Motion Recognition,"IMU-based gesture interfaces are being increasingly adopted as efficient, accessible, and intuitive alternatives to traditional input methods, such as touchscreens and voice. However, current gesture recognition algorithms are tailored to work for specific devices (e.g., smartwatches vs. earbuds) or user populations (e.g., blind vs. sighted users), limiting their generalizability. In this paper, we design UniMotion, a generalized IMU-based gesture recognition framework that works across devices and populations with minimal training samples. To overcome the challenges and high cost of collecting large-scale labeled training data, UniMotion leverages readily available unlabeled human activity data. The UniMotion pipeline comprises two stages: (1) pre-training a motion representation model using abundant unlabeled human activity data, and (2) fine-tuning it with a small amount of labeled gesture data. For pre-training, we introduce a token-based strategy and embeddings that learn to identify and focus attention on the key motion signatures in the temporal data For fine-tuning, we design a text-guided classifier that can reliably differentiate between temporally or semantically similar gestures. We evaluate UniMotion across both hand gestures (captured through a smartwatch) and earbud gestures (captured through earbuds), using data collected from blind and sighted users. Across these diverse devices and user populations, UniMotion achieves an accuracy of 85\%, across an average of 13 gesture classes using only 10\% of labeled data for training. UniMotion significantly outperforms state-of-the-art self-supervised learning approaches and specialized gesture recognition models.",2026,Prerna Khanna;Tanmay Srivastava;Shubham Jain;Aruna Balasubramanian,arXiv,http://arxiv.org/abs/2603.12218v1,text summarization
arxiv:2603.12210v1,A blended approach for evolving phase fields using peridynamics: Cyclic loading in quasi-brittle fracture,"A field theory is presented for predicting damage and fracture in quasi brittle materials incorporating effects of irreversible (plastic) deformation as well as elastic moduli that soften with damage. The new observation made here is that material degradation models consistent with plastic dissipation can be described by a two-point history-dependent phase field. This approach blends a two-point phase field with the deformation evolving according to Newton's second law by way of a nonlocal constitutive law. Here the nonlocality is in both space and time. The strain is given by an additive decomposition of elastic strain and irreversible strain. The stress-strain behavior is described by a strength envelope and a family of unloading laws based on damage and plasticity with elastic moduli that degrade in coordination with the accumulation of irreversible strain. The material displacement field is uniquely determined by the initial boundary value problem. The theory satisfies energy balance, with positive energy dissipation rate in accordance with the laws of thermodynamics. The fracture energy of flat cracks is recovered directly from the model and is the product of energy release rate and the crack area, moreover this formula is independent of the length scale of non-locality. The formulation delivers a mesh free method for predicting crack patterns and simulations show quantitative and qualitative agreement with experiments, including hysteresis and damage associated with three-point bending tests on concrete and size effects for quasi-brittle materials.",2026,Hayden Bromley;Robert Lipton,arXiv,http://arxiv.org/abs/2603.12210v1,text summarization
